source_system,source_database,source_table_or_aggregate,source_authority,source_identity_fields,source_revision_rule,source_timestamp_field,record_family,record_type,schema_name,schema_version,schema_path,schema_hash,delivery_guarantee,evaluation_role,applicability,mapper,projection_mode,cursor_rule,redaction_profile,artifact_policy,required_references,status
"runtime","runtime_postgresql","capability_readiness_snapshot","Runtime PostgreSQL","capability_id + capability_version + snapshot_version","snapshot_version + snapshot_hash","evaluated_at","capability","capability.readiness","sdar.evidence.capability.readiness","1","records/capability.readiness.schema.json","sha256:37a1e240536cf2b0c9886af8043735a58e952cff3afd62b955980d2f075fa698","durable_projection","required","when capability.readiness source fact exists for the episode","CapabilityReadinessEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","capability.definition","implemented_and_verified"
"runtime","runtime_postgresql","task_capability_binding","Runtime PostgreSQL","binding_id","binding_hash","bound_at","capability","capability.task_binding","sdar.evidence.capability.task_binding","1","records/capability.task_binding.schema.json","sha256:ebb2e6566c5cb56b55b08d5feba9303cbec2f373d9442208aa67569e2e4c3941","durable_projection","required","when capability.task_binding source fact exists for the episode","CapabilityTaskBindingEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","capability.definition,runtime.episode","implemented_and_verified"
"runtime","runtime_postgresql","task_capability_execution_attempt","Runtime PostgreSQL","attempt_id","attempt_no + canonical source hash","started_at","capability","capability.execution_attempt","sdar.evidence.capability.execution_attempt","1","records/capability.execution_attempt.schema.json","sha256:75f3e724f3d51d488cd0fe60a71a9f0e4619963856fe56b33cbe4c53cf06d855","durable_projection","required","when capability.execution_attempt source fact exists for the episode","CapabilityExecutionAttemptEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","capability.task_binding,skill.execution","implemented_and_verified"
"runtime","runtime_postgresql","runtime_agent_card_exposure_snapshot","Runtime PostgreSQL","revision + exposure_id + exposure_version","revision + exposure_hash","parent runtime_agent_card_revision.generated_at","capability","capability.a2a_exposure","sdar.evidence.capability.a2a_exposure","1","records/capability.a2a_exposure.schema.json","sha256:604d519516746ca386fbe06fe3f61ab6fb822931375ee369ed98deff0e473aa9","durable_projection","required","when capability.a2a_exposure source fact exists for the episode","CapabilityA2aExposureEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","capability.definition","implemented_and_verified"
"runtime","runtime_postgresql","runtime_agent_card_revision","Runtime PostgreSQL","revision","revision + content_hash","generated_at","capability","capability.agent_card_revision","sdar.evidence.capability.agent_card_revision","1","records/capability.agent_card_revision.schema.json","sha256:0ba9d25763028c745cf8c62da94327289d145bfea52ee6fbad3344237a0c1c86","durable_projection","required","when capability.agent_card_revision source fact exists for the episode","CapabilityAgentCardRevisionEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","capability.a2a_exposure","implemented_and_verified"
"runtime","runtime_postgresql","goal_experience_episode","Runtime PostgreSQL","episode_id","revision + episode_hash","created_at","experience","experience.episode","sdar.evidence.experience.episode","1","records/experience.episode.schema.json","sha256:59b48b100f4201db0ab6b392312cbc0ef996a1cf7d05b67b49ec4fee326385cd","durable_projection","required","when experience.episode source fact exists for the episode","ExperienceEpisodeEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","runtime.episode","implemented_and_verified"
"runtime","runtime_postgresql","experience_trace","Runtime PostgreSQL","trace_id","source_hash from experience_trace_source","created_at","experience","experience.trace","sdar.evidence.experience.trace","1","records/experience.trace.schema.json","sha256:fbef280e65fd3aeb23a0cd85448d10539266415b0e27ebd52857354441dd6b1b","durable_projection","required","when experience.trace source fact exists for the episode","ExperienceTraceEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","experience.episode","implemented_and_verified"
"runtime","runtime_postgresql","experience_trace.trace.events[]","Runtime PostgreSQL","trace_id + eventId","parent trace source_hash + event canonical hash","occurredAt","experience","experience.trace_event","sdar.evidence.experience.trace_event","1","records/experience.trace_event.schema.json","sha256:a210f855bef87c67f3389a46341892b3f890d97bdf16e3bc8da9dcc417956e7d","durable_projection","required","when experience.trace_event source fact exists for the episode","ExperienceTraceEventEvidenceMapper","durable_structured_subrecord_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","experience.trace","implemented_and_verified"
"runtime","runtime_postgresql","experience_trace.trace.events[].activity","Runtime PostgreSQL","trace_id + eventId + activityKey","parent trace source_hash + activity canonical hash","occurredAt","experience","experience.activity","sdar.evidence.experience.activity","1","records/experience.activity.schema.json","sha256:c1f73945f51ede8990f553de5a54963fb56a41e89237eb12ae9a38c3907bf94f","durable_projection","required","when experience.activity source fact exists for the episode","ExperienceActivityEvidenceMapper","durable_structured_subrecord_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","experience.trace_event","implemented_and_verified"
"runtime","runtime_postgresql","pattern_candidate.definition.variants[]","Runtime PostgreSQL","pattern_id + variantId","parent pattern canonical hash + variant canonical hash","created_at","experience","experience.process_variant","sdar.evidence.experience.process_variant","1","records/experience.process_variant.schema.json","sha256:a76e7ff104f70d911106eb6bd7e47485d409c438f092cdde0e3a21aaf56ccc84","durable_projection","required","when experience.process_variant source fact exists for the episode","ExperienceProcessVariantEvidenceMapper","durable_structured_subrecord_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","artifact_ref_required","experience.trace","implemented_and_verified"
"runtime","runtime_postgresql","pattern_candidate","Runtime PostgreSQL","pattern_id","immutable pattern definition; canonical source hash","created_at","experience","experience.workflow_pattern","sdar.evidence.experience.workflow_pattern","1","records/experience.workflow_pattern.schema.json","sha256:14ed74fcd816e92b1f75db7c437970345ce58b413829f668a3336f3a8bb4c7b2","durable_projection","required","when experience.workflow_pattern source fact exists for the episode","ExperienceWorkflowPatternEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","artifact_ref_required","experience.process_variant","implemented_and_verified"
"runtime","runtime_postgresql","pattern_candidate.definition.workflowPattern.dependencyPatterns[]","Runtime PostgreSQL","pattern_id + canonical dependency hash","parent pattern canonical hash + dependency canonical hash","created_at","experience","experience.workflow_pattern_dependency","sdar.evidence.experience.workflow_pattern_dependency","1","records/experience.workflow_pattern_dependency.schema.json","sha256:b0dae6aa745dd2c98454508921671ba7e82703b672dfe656ead2e97d1c5b0af6","durable_projection","required","when experience.workflow_pattern_dependency source fact exists for the episode","ExperienceWorkflowPatternDependencyEvidenceMapper","durable_structured_subrecord_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","artifact_ref_required","experience.workflow_pattern","implemented_and_verified"
"runtime","runtime_postgresql","pattern_candidate.definition.workflowPattern.recoveryPatterns[]","Runtime PostgreSQL","pattern_id + canonical recovery hash","parent pattern canonical hash + recovery canonical hash","created_at","experience","experience.recovery_pattern","sdar.evidence.experience.recovery_pattern","1","records/experience.recovery_pattern.schema.json","sha256:bfecb4315b352f8fe894e8b1552036d58cbddf190f2dac4c2f8b55fcdabe5be7","durable_projection","required","when experience.recovery_pattern source fact exists for the episode","ExperienceRecoveryPatternEvidenceMapper","durable_structured_subrecord_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","artifact_ref_required","experience.workflow_pattern","implemented_and_verified"
"runtime","runtime_postgresql","planning_correction_fact","Runtime PostgreSQL","correction_id","immutable correction; canonical source hash","created_at","experience","experience.planning_correction","sdar.evidence.experience.planning_correction","1","records/experience.planning_correction.schema.json","sha256:a3b1419a3d21c9e746240effcd89a7ef479db71a693b3230d10b4da5eda9f29a","durable_projection","required","when experience.planning_correction source fact exists for the episode","ExperiencePlanningCorrectionEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","runtime.plan,experience.episode","implemented_and_verified"
"runtime","runtime_postgresql","planning_interaction_episode","Runtime PostgreSQL","episode_id","revision + episode_hash","created_at","experience","experience.interaction_episode","sdar.evidence.experience.interaction_episode","1","records/experience.interaction_episode.schema.json","sha256:8661997a90829efbb4935006076352a3a16607a22f8b1a316c4ba25433007228","durable_projection","required","when experience.interaction_episode source fact exists for the episode","ExperienceInteractionEpisodeEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","runtime.episode","implemented_and_verified"
"runtime","runtime_postgresql","replay_dataset_manifest","Runtime PostgreSQL","dataset_id + dataset_version","dataset_version + content_hash","created_at","replay","replay.dataset","sdar.evidence.replay.dataset","1","records/replay.dataset.schema.json","sha256:c7e1afc33eb327267de1c944aa1c28894e4095597e62b956153b59ae771dceb1","durable_projection","required","when replay.dataset source fact exists for the episode","ReplayDatasetEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","artifact_ref_required","replay.case","implemented_and_verified"
"runtime","runtime_postgresql","artifact_replay_case","Runtime PostgreSQL","replay_case_id","content_hash","created_at","replay","replay.case","sdar.evidence.replay.case","1","records/replay.case.schema.json","sha256:71c347b5d751aac2d0d166dc2ac0972aee0d06916519456d923f6c6c702a123b","durable_projection","required","when replay.case source fact exists for the episode","ReplayCaseEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","artifact_ref_required","experience.episode","implemented_and_verified"
"runtime","runtime_postgresql","artifact_validation_run","Runtime PostgreSQL","validation_run_id","updated_at + canonical source hash","updated_at","replay","replay.run","sdar.evidence.replay.run","1","records/replay.run.schema.json","sha256:dc29abd268f51fe4728fb50299dc4a96c901f6665b635ded1f92061b2f95213b","durable_projection","required","when replay.run source fact exists for the episode","ReplayRunEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","replay.dataset,artifact.validation","implemented_and_verified"
"runtime","runtime_postgresql","artifact_replay_case_result","Runtime PostgreSQL","validation_run_id + replay_case_id","result_hash","created_at","replay","replay.case_result","sdar.evidence.replay.case_result","1","records/replay.case_result.schema.json","sha256:23ece08756893a0b5fbc66798cacbe6384b03e8fc34dd253d2a3ff4c750cebb5","durable_projection","required","when replay.case_result source fact exists for the episode","ReplayCaseResultEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","replay.run,replay.case","implemented_and_verified"
"runtime","runtime_postgresql","artifact_replay_case_result.metrics[]","Runtime PostgreSQL","validation_run_id + replay_case_id + metric key","result_hash + metric canonical hash","created_at","replay","replay.metric_result","sdar.evidence.replay.metric_result","1","records/replay.metric_result.schema.json","sha256:3098da35c5ba55d59feaec3126666a40dc5b72af16703c29080ec81d26a2a5ab","durable_projection","required","when replay.metric_result source fact exists for the episode","ReplayMetricResultEvidenceMapper","durable_structured_subrecord_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","replay.case_result","implemented_and_verified"
"runtime","runtime_postgresql","artifact_counterexample","Runtime PostgreSQL","counterexample_id","immutable counterexample; canonical source hash","created_at","replay","replay.counterexample","sdar.evidence.replay.counterexample","1","records/replay.counterexample.schema.json","sha256:c566de3e3b16cea6e3ee6097306e150ddc8ec407ba637a48e43f0abb2dc551c3","durable_projection","required","when replay.counterexample source fact exists for the episode","ReplayCounterexampleEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","replay.case_result,artifact.lifecycle","implemented_and_verified"
"runtime","runtime_postgresql","compiled_artifact + artifact_lineage","Runtime PostgreSQL","artifact_id + version","version + content_hash","created_at","artifact","artifact.lifecycle","sdar.evidence.artifact.lifecycle","1","records/artifact.lifecycle.schema.json","sha256:ca55ce26904171df7879c0b34ebc1b00008ebb0cf24a9cb04579ee573fa22569","durable_projection","required","when artifact.lifecycle source fact exists for the episode","ArtifactLifecycleEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","artifact_ref_required","experience.workflow_pattern","implemented_and_verified"
"runtime","runtime_postgresql","artifact_validation_run","Runtime PostgreSQL","validation_run_id","updated_at + canonical source hash","updated_at","artifact","artifact.validation","sdar.evidence.artifact.validation","1","records/artifact.validation.schema.json","sha256:f5e320d13d542e7d0005561967f343ab89cc8218b9dccc84a15426b1bbdb05cf","durable_projection","required","when artifact.validation source fact exists for the episode","ArtifactValidationEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","artifact.lifecycle","implemented_and_verified"
"runtime","runtime_postgresql","artifact_match_log","Runtime PostgreSQL","match_id","immutable match; canonical source hash","created_at","artifact","artifact.retrieval","sdar.evidence.artifact.retrieval","1","records/artifact.retrieval.schema.json","sha256:3c612727436471a62459c6d117f9dd8152ead90259faf466605afb99bb8cd312","durable_projection","required","when artifact.retrieval source fact exists for the episode","ArtifactRetrievalEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","artifact.lifecycle,runtime.request","implemented_and_verified"
"runtime","runtime_postgresql","artifact_execution","Runtime PostgreSQL","artifact_execution_id","status transition source hash","started_at","artifact","artifact.usage","sdar.evidence.artifact.usage","1","records/artifact.usage.schema.json","sha256:0e62faf35a15e3b83ed95cb3a61a89ae52ccadffeeb7f37b8c072626e5e50576","durable_projection","required","when artifact.usage source fact exists for the episode","ArtifactUsageEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","artifact.lifecycle,artifact.retrieval,runtime.episode","implemented_and_verified"
"runtime","runtime_postgresql","artifact_feedback","Runtime PostgreSQL","feedback_id","immutable feedback; canonical source hash","created_at","artifact","artifact.feedback","sdar.evidence.artifact.feedback","1","records/artifact.feedback.schema.json","sha256:c50e94537b44e912fba8d0ea020dec6564866571d38c22aaeb5da18909e63999","durable_projection","required","when artifact.feedback source fact exists for the episode","ArtifactFeedbackEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","artifact.usage","implemented_and_verified"
"runtime","runtime_postgresql","artifact_promotion_package + artifact_promotion_assessment","Runtime PostgreSQL","promotion_package_id","content_hash + evidence_hash","created_at","artifact","artifact.promotion","sdar.evidence.artifact.promotion","1","records/artifact.promotion.schema.json","sha256:667e816731599990a7a6c65e9340fed17407e1f5dc922f6c93fc7190097e7265","durable_projection","required","when artifact.promotion source fact exists for the episode","ArtifactPromotionEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","artifact.lifecycle,artifact.validation,replay.counterexample","implemented_and_verified"
"node_control","control_postgresql","sdar_control.node_profile_revision","Control PostgreSQL","node_id + revision","revision","updated_at","node_control","node_control.profile_revision","sdar.evidence.node_control.profile_revision","1","records/node_control.profile_revision.schema.json","sha256:7b922b71936dd4f90333a6db1872e0b2731a983167f02decb48da12b1ec29e3a","durable_projection","required","when node_control.profile_revision source fact exists for the episode","NodeControlProfileRevisionEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","","implemented_and_verified"
"node_control","control_postgresql","sdar_control.node_health_observation","Control PostgreSQL","observation_id","observation_revision + canonical source hash","observed_at","node_control","node_control.health_observation","sdar.evidence.node_control.health_observation","1","records/node_control.health_observation.schema.json","sha256:38b68b07c3fbe9eb2168911ae356059e9d68503e7b094c1bcce96181694c9740","durable_projection","diagnostic","when node_control.health_observation source fact exists for the episode","NodeControlHealthObservationEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","node_control.node_event","implemented_and_verified"
"node_control","control_postgresql","sdar_control.configuration_revision","Control PostgreSQL","configuration_id + revision","revision + checksum","created_at","node_control","node_control.configuration_revision","sdar.evidence.node_control.configuration_revision","1","records/node_control.configuration_revision.schema.json","sha256:c98999cd158c62a24efd0d2cdc895e021cbb68fc39bad85d0c4869f2103da052","durable_projection","required","when node_control.configuration_revision source fact exists for the episode","NodeControlConfigurationRevisionEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","","implemented_and_verified"
"node_control","control_postgresql","sdar_control.configuration_application","Control PostgreSQL","application_id","status + canonical source hash","acknowledged_at","node_control","node_control.configuration_apply_ack","sdar.evidence.node_control.configuration_apply_ack","1","records/node_control.configuration_apply_ack.schema.json","sha256:1387dd1468ec7da7c71311729ed6be9ffccc6c240023648f1a4de469f5c5f60a","durable_projection","required","when node_control.configuration_apply_ack source fact exists for the episode","NodeControlConfigurationApplyAckEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","node_control.configuration_revision","implemented_and_verified"
"node_control","control_postgresql","sdar_control.configuration_target_state","Control PostgreSQL","target_type + target_id","generation + observed revision","observed_at","node_control","node_control.configuration_lkg_transition","sdar.evidence.node_control.configuration_lkg_transition","1","records/node_control.configuration_lkg_transition.schema.json","sha256:3c38590feab8592e7d8c3d05bf30f340adb8eb3c05380d8059cdf73a031343c8","durable_projection","required","when node_control.configuration_lkg_transition source fact exists for the episode","NodeControlConfigurationLkgTransitionEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","node_control.configuration_apply_ack","implemented_and_verified"
"node_control","control_postgresql","sdar_control.llm_provider_definition","Control PostgreSQL","provider_id + revision","revision","updated_at","node_control","node_control.llm_provider_revision","sdar.evidence.node_control.llm_provider_revision","1","records/node_control.llm_provider_revision.schema.json","sha256:e95b46c10c2e334f9bf49cf37354705c1e336c75e3287461214f8ffd84a7f8b5","durable_projection","required","when node_control.llm_provider_revision source fact exists for the episode","NodeControlLlmProviderRevisionEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","","implemented_and_verified"
"node_control","control_postgresql","sdar_control.model_route_definition","Control PostgreSQL","route_id + revision","revision","updated_at","node_control","node_control.model_route_revision","sdar.evidence.node_control.model_route_revision","1","records/node_control.model_route_revision.schema.json","sha256:d9920d42365a27af4ccb95e97ff3fcded5b8ddc8542770c617f6599987d7e67b","durable_projection","required","when node_control.model_route_revision source fact exists for the episode","NodeControlModelRouteRevisionEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","","implemented_and_verified"
"node_control","control_postgresql","sdar_control.smpp_registry_source","Control PostgreSQL","smpp_source_id + revision","revision","updated_at","node_control","node_control.smpp_source_revision","sdar.evidence.node_control.smpp_source_revision","1","records/node_control.smpp_source_revision.schema.json","sha256:e5eabc4df67a7b4aa8b4236094ca788484a82341404b643eaf5cec03e568877a","durable_projection","required","when node_control.smpp_source_revision source fact exists for the episode","NodeControlSmppSourceRevisionEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","","implemented_and_verified"
"node_control","control_postgresql","sdar_control.mcp_provider_binding","Control PostgreSQL","binding_id + revision","revision + catalog_checksum","created_at","node_control","node_control.mcp_provider_binding_revision","sdar.evidence.node_control.mcp_provider_binding_revision","1","records/node_control.mcp_provider_binding_revision.schema.json","sha256:f0bbf313dc95b00950d62d6d921d0d76a5ab753275e12c8c83f61314010dfae7","durable_projection","required","when node_control.mcp_provider_binding_revision source fact exists for the episode","NodeControlMcpProviderBindingRevisionEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","","implemented_and_verified"
"node_control","control_postgresql","sdar_control.control_audit_event[action prefix=skill.]","Control PostgreSQL","audit_id","immutable audit event; canonical source hash","created_at","node_control","node_control.skill_governance","sdar.evidence.node_control.skill_governance","1","records/node_control.skill_governance.schema.json","sha256:ffd01b7cd84f89b0e133f628bdfe7e2aa501c6458b18f135fa981f21b7952fd3","durable_projection","required","when node_control.skill_governance source fact exists for the episode","NodeControlSkillGovernanceEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","node_control.audit_event","implemented_and_verified"
"node_control","control_postgresql","sdar_control.control_audit_event[action prefix=plan-template.]","Control PostgreSQL","audit_id","immutable audit event; canonical source hash","created_at","node_control","node_control.plan_template_governance","sdar.evidence.node_control.plan_template_governance","1","records/node_control.plan_template_governance.schema.json","sha256:da63ec65488a10329f66ed941430aef20789f93273293a839b7e2be0626e5c4f","durable_projection","required","when node_control.plan_template_governance source fact exists for the episode","NodeControlPlanTemplateGovernanceEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","node_control.audit_event","implemented_and_verified"
"node_control","control_postgresql","sdar_control.node_capability_definition_version","Control PostgreSQL","capability_id + version","version + definition_hash","updated_at","node_control","node_control.capability_revision","sdar.evidence.node_control.capability_revision","1","records/node_control.capability_revision.schema.json","sha256:e02ea2b5a00b6b53a73c3eff614ce02a80e84d7264c6f1469ef5a64cad1bac01","durable_projection","required","when node_control.capability_revision source fact exists for the episode","NodeControlCapabilityRevisionEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","node_control.audit_event","implemented_and_verified"
"node_control","control_postgresql","sdar_control.node_event_outbox[event_type=node.capability.readiness_changed] + sdar_control.management_operation[result]","Control PostgreSQL","event_id","aggregate_revision + payload canonical hash","occurred_at","node_control","node_control.capability_readiness","sdar.evidence.node_control.capability_readiness","1","records/node_control.capability_readiness.schema.json","sha256:a95f477c8005a326f2039f63f5c1dd32df9e0df47ba18bc70f2414e2f05ff2c4","durable_projection","required","when node_control.capability_readiness source fact exists for the episode","NodeControlCapabilityReadinessEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","node_control.capability_revision,node_control.node_event","implemented_and_verified"
"node_control","control_postgresql","sdar_control.a2a_exposure_version","Control PostgreSQL","exposure_id + version","version + exposure_hash","updated_at","node_control","node_control.a2a_exposure","sdar.evidence.node_control.a2a_exposure","1","records/node_control.a2a_exposure.schema.json","sha256:281eac4352f41051a25f932a52dc9ea48ba8bc45ba3e849166552a668b5587cc","durable_projection","required","when node_control.a2a_exposure source fact exists for the episode","NodeControlA2aExposureEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","node_control.capability_revision","implemented_and_verified"
"node_control","control_postgresql","sdar_control.agent_card_revision","Control PostgreSQL","revision","revision + content_hash","generated_at","node_control","node_control.agent_card_revision","sdar.evidence.node_control.agent_card_revision","1","records/node_control.agent_card_revision.schema.json","sha256:34e9517b286a16ad60e8fd9203b85c9f018f0b30d4c75fccdbc1e5ae751f3280","durable_projection","required","when node_control.agent_card_revision source fact exists for the episode","NodeControlAgentCardRevisionEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","","implemented_and_verified"
"node_control","control_postgresql","sdar_control.management_operation","Control PostgreSQL","operation_id","status + canonical source hash","created_at / started_at / completed_at","node_control","node_control.management_operation","sdar.evidence.node_control.management_operation","1","records/node_control.management_operation.schema.json","sha256:822e4491de68340fd6099235796f1d6aa53419e7987ae2bbbb49edd75616d564","durable_projection","required","when node_control.management_operation source fact exists for the episode","NodeControlManagementOperationEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","","implemented_and_verified"
"node_control","control_postgresql","sdar_control.control_audit_event","Control PostgreSQL","audit_id","immutable audit event; canonical source hash","created_at","node_control","node_control.audit_event","sdar.evidence.node_control.audit_event","1","records/node_control.audit_event.schema.json","sha256:ffe36d33cd10451d9fe2d851dc59abe925b868e145e841e40ee93a60d9ab14ed","durable_projection","required","when node_control.audit_event source fact exists for the episode","NodeControlAuditEventEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","","implemented_and_verified"
"node_control","control_postgresql","sdar_control.node_event_outbox","Control PostgreSQL","event_id","aggregate_revision + payload canonical hash","occurred_at","node_control","node_control.node_event","sdar.evidence.node_control.node_event","1","records/node_control.node_event.schema.json","sha256:ed738113144b09a052531d42fbd9366664f18d2caeb6d0bcc6d340dd94fb3359","durable_projection","required","when node_control.node_event source fact exists for the episode","NodeControlNodeEventEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","","implemented_and_verified"
"node_control","control_postgresql","sdar_control.configuration_revision[target_type=telemetry_link]","Control PostgreSQL","configuration_id + revision","revision + checksum","created_at","node_control","node_control.telemetry_configuration","sdar.evidence.node_control.telemetry_configuration","1","records/node_control.telemetry_configuration.schema.json","sha256:cffe45336a8faef349889ea27f0a5f378730a2d2e1438bb6b2363a90ec736def","durable_projection","required","when node_control.telemetry_configuration source fact exists for the episode","NodeControlTelemetryConfigurationEvidenceMapper","durable_control_source_projector","per Control source/partition; node-event sequence or aggregate revision; never global","strict_internal_v1","inline_bounded_or_artifact_ref","","implemented_and_verified"
"runtime","runtime_postgresql","evidence_export_batch","Runtime PostgreSQL","batch_id","immutable pre-send attempt; canonical source hash","recorded_at","node_control","node_control.telemetry_delivery","sdar.evidence.node_control.telemetry_delivery","1","records/node_control.telemetry_delivery.schema.json","sha256:4748945c3da0158d1895fc5a17519b0dcdb5f0b1c30eca87b53931ab11981cd4","durable_projection","required","when node_control.telemetry_delivery source fact exists for the episode","NodeControlTelemetryDeliveryEvidenceMapper","durable_runtime_source_projector","per Runtime source/partition; stable timestamp plus source identity tie-break; never global","strict_internal_v1","inline_bounded_or_artifact_ref","node_control.telemetry_configuration","implemented_and_verified"
